category,storage_type,quantity,purchase_temperature_c,moisture_level,perishability_index,household_usage_speed,shelf_life_days,wasted
fish (raw),fridge,3,1.7,0.737,10.0,0.864,2,0
yogurt,fridge,4,4.8,0.77,6.01,0.165,9,1
fish (raw),fridge,5,2.9,0.672,9.91,0.154,2,1
berries,fridge,4,3.0,0.883,9.17,0.521,5,0
cooked leftovers,pantry,5,21.1,0.598,9.04,0.21,1,1
leafy greens,fridge,4,4.7,0.795,9.37,0.516,5,0
rice (cooked),fridge,3,6.1,0.556,6.89,0.522,3,0
yogurt,freezer,3,-18.8,0.845,6.71,0.277,34,0
cooked leftovers,fridge,4,2.8,0.572,8.35,0.955,3,0
tomato,pantry,1,22.3,0.731,7.02,0.893,5,0
leafy greens,fridge,3,3.4,0.821,8.7,0.231,5,1
banana,fridge,4,5.2,0.528,8.19,0.655,4,0
rice (cooked),fridge,2,2.3,0.591,6.79,0.725,3,1
banana,fridge,2,5.8,0.523,7.46,0.509,5,0
milk,pantry,1,22.6,0.899,7.43,0.224,3,1
berries,fridge,2,3.6,0.772,8.76,0.561,5,0
chicken (raw),fridge,2,4.4,0.539,10.0,0.787,2,0
tomato,fridge,1,3.8,0.664,6.8,0.247,8,1
cooked leftovers,pantry,1,21.0,0.643,8.94,0.881,3,0
cheese,freezer,5,-19.7,0.286,3.92,0.434,70,0
citrus,pantry,2,22.3,0.449,3.89,0.279,12,1
fish (raw),fridge,1,4.2,0.675,10.0,0.68,2,0
citrus,fridge,1,1.6,0.438,3.99,0.324,13,1
yogurt,fridge,3,3.7,0.763,5.63,0.239,10,0
cooked leftovers,pantry,3,22.1,0.603,8.36,0.332,2,0
berries,fridge,4,5.7,0.825,9.47,0.284,6,1
yogurt,fridge,3,6.4,0.875,6.12,0.88,8,0
rice (cooked),pantry,1,25.3,0.495,7.13,0.6,3,0
root vegetables,freezer,6,-19.6,0.245,2.82,0.253,75,0
milk,fridge,5,4.1,0.907,8.41,0.887,6,0
berries,freezer,1,-17.8,0.799,9.16,0.586,18,1
berries,fridge,5,3.1,0.778,8.95,0.894,5,0
rice (cooked),fridge,1,4.0,0.51,6.75,0.236,3,0
leafy greens,fridge,4,5.4,0.835,8.2,0.186,5,1
apple,fridge,2,4.8,0.415,3.68,0.422,20,0
root vegetables,fridge,3,4.0,0.304,3.24,0.702,21,0
rice (cooked),fridge,6,4.2,0.556,7.3,0.263,4,1
leafy greens,fridge,2,5.1,0.741,8.71,0.513,5,1
tomato,freezer,3,-20.2,0.72,6.54,0.166,25,1
cheese,freezer,7,-19.9,0.259,3.08,0.194,75,1
banana,pantry,3,23.7,0.576,8.54,0.111,2,1
chicken (raw),fridge,4,8.2,0.644,10.0,0.493,2,0
chicken (raw),fridge,4,5.0,0.724,10.0,0.14,2,0
bread,pantry,2,22.4,0.336,6.89,0.75,3,0
milk,pantry,2,24.2,0.935,7.49,0.847,4,0
cooked leftovers,pantry,4,23.0,0.655,9.12,0.267,2,1
berries,fridge,4,3.8,0.846,8.36,0.523,4,0
banana,fridge,3,4.6,0.55,9.38,0.273,5,0
bread,pantry,4,22.8,0.223,6.93,0.486,3,0
rice (cooked),freezer,5,-18.7,0.487,6.97,0.582,14,0
citrus,fridge,3,2.0,0.32,4.82,0.324,15,0
milk,freezer,1,-20.5,0.888,8.63,0.645,25,0
cooked leftovers,fridge,3,2.1,0.591,8.62,0.503,3,0
berries,freezer,3,-16.1,0.771,9.1,0.641,17,0
citrus,fridge,4,5.7,0.372,3.31,0.618,15,0
cheese,fridge,3,5.5,0.384,2.94,0.356,23,0
cheese,freezer,6,-19.0,0.365,2.44,0.896,77,0
leafy greens,fridge,1,5.7,0.765,10.0,0.257,4,0
milk,freezer,2,-19.1,0.933,7.47,0.215,25,1
citrus,pantry,7,22.9,0.377,4.73,0.717,7,0
apple,fridge,6,4.2,0.464,4.71,0.432,21,0
apple,fridge,3,4.8,0.476,4.43,0.545,21,0
tomato,freezer,1,-17.8,0.645,7.21,0.964,24,0
packaged snacks,pantry,3,21.4,0.076,1.72,0.602,41,0
leafy greens,fridge,3,5.7,0.807,8.3,1.0,4,0
citrus,pantry,3,23.0,0.426,4.26,0.522,6,0
cooked leftovers,fridge,7,4.7,0.577,9.57,0.824,3,0
root vegetables,freezer,2,-17.1,0.205,3.17,0.306,77,0
fish (raw),freezer,3,-19.9,0.656,9.99,0.328,7,0
root vegetables,pantry,2,21.2,0.217,3.91,0.486,11,0
bread,pantry,1,22.7,0.248,7.08,0.545,3,0
rice (cooked),pantry,2,24.3,0.551,6.45,0.271,3,0
milk,pantry,6,22.8,0.872,7.57,0.519,4,0
rice (cooked),fridge,4,4.5,0.501,7.15,0.863,5,0
rice (cooked),fridge,2,1.9,0.47,7.33,0.584,4,0
citrus,pantry,3,21.6,0.332,3.3,0.342,9,1
bread,pantry,2,24.9,0.257,6.88,0.891,4,0
cooked leftovers,freezer,3,-15.8,0.591,8.14,0.588,11,0
bread,fridge,3,3.5,0.302,6.85,0.562,6,0
yogurt,freezer,4,-18.8,0.761,5.98,0.622,36,0
bread,fridge,1,5.1,0.208,6.45,0.25,5,0
yogurt,freezer,2,-21.2,0.691,6.1,0.849,36,0
tomato,fridge,5,7.1,0.741,6.8,0.509,5,1
rice (cooked),freezer,5,-16.6,0.612,6.65,0.89,14,0
fish (raw),freezer,4,-16.4,0.701,10.0,0.975,7,0
rice (cooked),pantry,1,22.7,0.612,6.59,0.594,2,0
apple,pantry,4,23.9,0.449,4.72,0.153,14,1
leafy greens,pantry,2,26.1,0.812,9.02,0.856,2,0
citrus,fridge,2,3.4,0.368,3.0,0.644,12,0
chicken (raw),pantry,6,24.9,0.611,10.0,0.459,2,0
yogurt,fridge,10,2.9,0.751,6.97,0.458,10,0
leafy greens,fridge,2,1.6,0.923,8.38,0.514,5,0
tomato,fridge,2,4.1,0.675,6.83,0.246,5,0
tomato,freezer,6,-19.0,0.653,6.6,0.547,24,0
leafy greens,freezer,3,-18.6,0.817,9.54,0.462,16,0
tomato,fridge,2,1.8,0.717,7.11,0.528,7,0
cooked leftovers,pantry,4,22.6,0.567,8.45,0.301,2,1
bread,fridge,1,3.9,0.401,7.85,0.847,6,0
bread,pantry,1,25.3,0.318,7.38,0.95,3,0
yogurt,fridge,2,5.9,0.743,5.35,0.231,9,1
yogurt,fridge,5,4.2,0.791,6.57,0.435,11,0
tomato,freezer,3,-17.0,0.714,5.9,0.268,25,1
packaged snacks,pantry,2,23.0,0.0,1.26,0.56,60,0
rice (cooked),pantry,4,25.2,0.516,6.66,0.448,2,0
bread,freezer,3,-20.2,0.254,6.78,0.838,18,0
berries,pantry,3,22.1,0.842,9.63,0.483,2,0
fish (raw),fridge,5,2.8,0.701,10.0,0.53,2,1
fish (raw),freezer,2,-18.1,0.762,10.0,0.092,7,0
packaged snacks,pantry,5,25.0,0.054,1.36,0.564,30,0
packaged snacks,pantry,2,21.3,0.025,1.34,0.483,39,0
fish (raw),fridge,3,4.8,0.764,10.0,0.425,2,0
eggs,fridge,4,3.1,0.256,2.65,0.831,28,0
milk,freezer,2,-16.8,0.905,8.05,0.269,24,1
chicken (raw),fridge,1,3.5,0.636,9.89,0.855,2,0
citrus,freezer,3,-19.8,0.41,4.18,0.833,47,0
cheese,fridge,3,7.1,0.265,3.17,0.242,24,1
apple,fridge,3,3.9,0.498,3.62,0.48,16,0
packaged snacks,pantry,5,22.2,0.077,1.0,0.626,70,0
bread,fridge,5,4.7,0.358,7.55,0.143,3,0
eggs,fridge,5,3.2,0.083,1.92,0.935,26,0
rice (cooked),fridge,6,0.5,0.58,7.24,0.547,4,0
packaged snacks,pantry,2,22.2,0.049,1.76,0.868,50,0
apple,pantry,1,21.7,0.368,3.59,0.186,13,1
cheese,fridge,3,3.8,0.353,3.4,0.518,25,0
berries,fridge,4,2.5,0.965,8.67,0.471,4,1
milk,pantry,1,20.0,0.941,7.01,0.889,3,0
apple,pantry,2,20.8,0.398,4.47,0.467,8,1
packaged snacks,pantry,4,24.4,0.015,2.09,0.642,58,0
berries,pantry,1,24.5,0.814,8.8,0.543,3,0
root vegetables,fridge,2,5.0,0.202,2.96,0.931,21,0
packaged snacks,pantry,3,21.8,0.0,1.0,0.888,62,0
apple,pantry,4,23.4,0.508,3.82,0.206,12,1
banana,pantry,3,25.7,0.532,8.23,0.469,2,0
fish (raw),freezer,4,-16.6,0.656,10.0,0.483,7,0
banana,freezer,3,-18.9,0.488,7.84,0.08,18,0
packaged snacks,pantry,1,21.9,0.0,1.0,0.273,48,1
chicken (raw),fridge,2,3.9,0.69,10.0,0.153,2,0
cheese,fridge,3,4.2,0.295,3.69,0.324,22,1
rice (cooked),pantry,4,24.3,0.539,5.79,0.554,2,0
berries,fridge,1,3.2,0.67,9.33,0.607,5,0
cooked leftovers,fridge,4,4.3,0.601,9.5,0.893,2,0
packaged snacks,pantry,1,20.7,0.045,1.01,0.777,46,0
citrus,fridge,1,6.7,0.455,4.25,0.59,12,0
fish (raw),fridge,8,5.8,0.692,10.0,0.186,2,1
chicken (raw),fridge,4,4.6,0.7,9.28,0.825,2,0
packaged snacks,fridge,6,5.6,0.107,1.0,0.278,92,0
leafy greens,pantry,8,24.3,0.801,9.58,0.548,4,0
chicken (raw),fridge,2,4.6,0.708,9.54,0.671,2,1
bread,fridge,2,5.7,0.363,7.22,0.236,4,1
banana,fridge,3,1.4,0.444,8.37,0.233,4,1
apple,freezer,3,-16.8,0.451,4.68,0.206,69,0
milk,fridge,3,3.9,0.887,8.91,0.778,6,0
root vegetables,fridge,3,4.0,0.203,3.08,0.406,22,0
packaged snacks,pantry,5,22.6,0.157,1.0,0.285,51,1
root vegetables,fridge,4,2.8,0.204,2.74,0.157,25,1
tomato,fridge,2,2.6,0.684,6.77,0.916,8,0
citrus,fridge,7,3.0,0.371,3.68,0.272,14,0
apple,fridge,7,3.8,0.581,3.39,0.853,21,0
cooked leftovers,fridge,5,4.7,0.561,9.31,0.171,3,0
chicken (raw),fridge,1,3.7,0.726,10.0,0.582,2,0
citrus,pantry,3,24.5,0.385,4.22,0.533,6,0
milk,fridge,3,1.7,0.871,7.94,0.457,7,0
citrus,fridge,1,1.8,0.357,4.99,0.828,15,0
packaged snacks,freezer,5,-17.4,0.011,1.0,0.609,320,0
berries,fridge,1,5.1,0.916,9.3,0.428,6,0
tomato,fridge,5,0.1,0.7,6.91,0.56,7,0
yogurt,freezer,1,-16.8,0.819,6.51,0.252,35,0
packaged snacks,pantry,4,21.6,0.0,1.5,0.837,66,0
berries,freezer,1,-17.4,0.882,9.49,0.198,18,1
root vegetables,fridge,3,6.8,0.269,2.61,0.301,20,0
chicken (raw),fridge,2,4.0,0.621,9.38,0.762,2,0
tomato,pantry,2,20.0,0.711,7.17,0.226,4,0
berries,fridge,1,6.9,0.878,9.39,0.663,4,0
root vegetables,pantry,4,25.0,0.288,3.57,0.648,12,0
root vegetables,fridge,2,4.0,0.169,3.37,0.881,23,0
berries,fridge,3,5.9,0.826,9.3,0.541,6,0
leafy greens,fridge,2,6.6,0.851,9.87,0.809,5,0
banana,fridge,2,5.9,0.625,8.19,0.885,4,0
bread,fridge,5,6.5,0.28,7.44,0.487,6,0
leafy greens,fridge,4,3.5,0.849,9.38,0.57,6,0
root vegetables,pantry,6,22.5,0.235,2.7,0.308,13,1
cooked leftovers,pantry,1,24.8,0.601,7.95,0.552,2,0
bread,pantry,3,23.7,0.354,7.43,0.797,3,0
chicken (raw),fridge,4,3.2,0.648,10.0,0.475,2,0
yogurt,fridge,2,2.4,0.733,4.88,0.914,8,0
fish (raw),fridge,4,2.1,0.699,10.0,0.157,2,0
packaged snacks,pantry,4,23.6,0.041,1.04,0.982,47,0
chicken (raw),freezer,3,-19.0,0.691,10.0,0.821,7,0
root vegetables,fridge,5,5.2,0.292,3.71,0.255,18,1
cheese,fridge,4,5.3,0.381,3.57,0.651,25,0
packaged snacks,pantry,2,21.0,0.036,1.65,0.898,38,0
eggs,pantry,4,25.4,0.205,1.76,0.84,22,0
eggs,freezer,5,-18.5,0.246,1.96,0.871,98,0
cooked leftovers,fridge,2,5.6,0.612,9.44,0.638,3,0
packaged snacks,pantry,3,20.8,0.036,1.6,0.527,34,0
apple,pantry,4,23.3,0.412,4.0,0.537,13,0
packaged snacks,pantry,5,23.7,0.102,1.0,0.646,48,0
milk,freezer,1,-15.8,0.82,8.21,0.783,24,0
eggs,fridge,1,3.5,0.238,2.23,0.421,38,0
cooked leftovers,freezer,3,-19.9,0.583,8.71,0.614,11,0
cooked leftovers,fridge,4,3.3,0.586,8.7,0.612,3,0
leafy greens,pantry,2,24.6,0.898,9.75,0.505,3,0
fish (raw),fridge,4,6.1,0.688,10.0,0.293,2,1
milk,fridge,1,3.1,0.853,7.78,0.784,7,0
apple,freezer,1,-17.4,0.463,3.91,0.407,76,0
root vegetables,fridge,2,4.4,0.318,1.67,0.727,17,0
root vegetables,fridge,2,4.8,0.237,3.23,0.676,17,0
cooked leftovers,fridge,2,2.8,0.538,8.8,0.865,3,0
citrus,fridge,2,4.8,0.421,4.82,0.228,14,1
milk,freezer,3,-18.8,0.823,8.05,0.4,26,1
banana,freezer,1,-18.8,0.586,8.43,0.492,17,1
eggs,fridge,4,2.9,0.141,1.66,0.819,30,0
bread,fridge,4,5.7,0.311,8.16,0.246,4,1
citrus,pantry,2,21.5,0.478,2.53,0.885,9,0
fish (raw),freezer,3,-19.5,0.664,10.0,0.686,7,0
rice (cooked),fridge,4,2.1,0.584,6.14,0.861,4,0
leafy greens,freezer,3,-19.6,0.728,9.21,0.235,19,1
tomato,fridge,4,5.7,0.633,7.27,0.24,7,1
banana,freezer,4,-18.6,0.539,7.47,0.541,18,0
fish (raw),fridge,1,4.1,0.591,10.0,0.913,1,0
cooked leftovers,freezer,5,-17.8,0.66,9.08,0.615,11,0
bread,freezer,6,-18.9,0.312,6.18,0.213,17,0
yogurt,freezer,2,-19.4,0.723,5.71,0.558,35,0
leafy greens,fridge,4,4.7,0.791,9.34,0.871,4,0
eggs,freezer,2,-20.0,0.123,2.16,0.538,95,0
banana,fridge,2,0.6,0.602,8.13,0.8,5,0
yogurt,freezer,5,-14.6,0.769,6.29,0.756,36,0
chicken (raw),freezer,3,-18.9,0.615,10.0,0.749,7,0
cheese,fridge,3,2.9,0.351,3.49,0.225,24,1
citrus,fridge,4,2.5,0.46,4.82,0.666,13,0
packaged snacks,pantry,1,23.8,0.112,1.0,0.683,56,0
fish (raw),freezer,5,-17.8,0.695,9.42,0.43,7,0
apple,freezer,4,-16.9,0.468,3.5,0.873,77,0
apple,pantry,5,22.8,0.476,4.76,0.478,16,0
packaged snacks,pantry,2,21.4,0.087,1.69,0.616,69,0
rice (cooked),freezer,4,-18.4,0.542,6.93,0.946,13,0
chicken (raw),fridge,5,3.5,0.599,9.32,0.976,2,0
yogurt,fridge,3,3.3,0.717,6.38,0.581,13,0
eggs,fridge,1,6.3,0.31,2.21,0.865,30,0
packaged snacks,pantry,2,24.5,0.119,1.0,0.545,59,0
chicken (raw),fridge,2,5.5,0.663,9.68,0.743,2,0
packaged snacks,fridge,2,6.3,0.092,1.0,0.755,95,0
eggs,fridge,5,7.6,0.11,1.98,0.737,33,0
yogurt,fridge,2,5.5,0.661,5.62,0.617,11,0
fish (raw),fridge,1,5.1,0.637,10.0,0.876,2,0
tomato,freezer,2,-19.7,0.625,6.51,0.64,24,0
leafy greens,pantry,2,22.9,0.851,9.01,0.76,3,0
apple,freezer,1,-18.0,0.384,4.42,0.818,76,0
fish (raw),fridge,2,3.8,0.696,9.79,0.243,2,1
leafy greens,pantry,2,21.5,0.826,8.72,0.755,3,0
yogurt,fridge,7,5.3,0.667,6.33,0.588,8,1
apple,fridge,1,5.4,0.44,4.49,0.839,21,0
banana,fridge,1,4.6,0.466,8.78,0.644,5,0
berries,freezer,3,-19.4,0.79,8.1,0.94,17,0
citrus,fridge,4,4.6,0.398,3.64,0.634,15,0
root vegetables,freezer,2,-18.0,0.188,2.66,0.304,70,0
root vegetables,pantry,5,21.6,0.305,2.37,0.828,10,0
chicken (raw),fridge,8,5.9,0.641,10.0,0.815,2,0
berries,fridge,1,5.2,0.856,9.35,0.476,5,0
chicken (raw),freezer,6,-18.1,0.597,9.8,0.505,7,0
milk,freezer,3,-17.6,0.91,8.23,0.916,26,0
apple,freezer,2,-17.5,0.435,3.01,0.489,74,1
fish (raw),fridge,4,5.0,0.674,10.0,0.494,2,0
berries,fridge,2,5.5,0.849,8.84,0.649,4,0
fish (raw),freezer,2,-17.7,0.687,10.0,0.929,7,0
tomato,pantry,4,24.9,0.676,6.33,0.317,4,1
yogurt,fridge,4,4.0,0.732,6.19,0.338,9,0
cheese,fridge,1,4.2,0.293,3.1,0.65,20,0
eggs,fridge,3,7.2,0.178,1.34,0.791,28,0
tomato,fridge,1,6.0,0.717,6.72,0.473,8,0
root vegetables,pantry,1,20.3,0.317,3.73,0.548,7,0
fish (raw),fridge,1,1.9,0.728,9.46,0.924,1,0
berries,fridge,5,4.7,0.886,9.21,0.502,5,0
tomato,fridge,5,2.9,0.833,6.83,0.676,9,0
eggs,freezer,4,-18.2,0.196,2.24,0.917,99,0
tomato,pantry,3,22.9,0.71,5.95,0.887,3,0
yogurt,fridge,5,2.3,0.821,6.62,0.555,11,0
cooked leftovers,fridge,3,3.0,0.633,8.92,0.218,3,1
banana,pantry,1,24.5,0.484,7.53,0.295,2,1
rice (cooked),pantry,2,23.4,0.516,7.09,0.823,3,0
cheese,fridge,4,4.4,0.35,2.77,0.678,23,0
yogurt,freezer,3,-18.2,0.679,6.22,0.549,35,0
root vegetables,pantry,1,22.2,0.262,4.22,0.5,12,0
fish (raw),fridge,3,5.0,0.716,10.0,0.165,2,1
eggs,pantry,2,23.0,0.164,2.25,0.253,18,0
apple,freezer,1,-22.7,0.46,4.36,0.813,78,0
berries,freezer,1,-20.1,0.833,9.51,0.257,18,0
bread,fridge,2,3.7,0.234,7.67,0.776,6,0
yogurt,fridge,3,2.5,0.75,5.95,0.319,12,0
tomato,fridge,5,2.9,0.688,6.88,0.87,8,0
fish (raw),fridge,5,5.9,0.717,10.0,0.484,2,0
cooked leftovers,fridge,2,5.5,0.675,9.97,0.514,3,0
packaged snacks,pantry,2,25.1,0.064,1.61,0.48,52,0
chicken (raw),fridge,4,3.2,0.598,9.76,0.89,2,0
yogurt,freezer,1,-17.0,0.731,6.01,0.854,37,0
leafy greens,fridge,4,4.1,0.835,9.03,0.542,5,0
bread,freezer,7,-17.0,0.251,6.67,0.911,17,0
root vegetables,pantry,1,21.7,0.27,2.61,0.888,9,0
cheese,fridge,2,3.2,0.354,2.84,0.367,18,1
tomato,pantry,2,23.0,0.725,7.59,0.485,4,0
fish (raw),fridge,2,3.6,0.683,9.8,0.595,2,0
bread,pantry,1,21.5,0.412,7.32,0.706,3,0
cooked leftovers,fridge,5,3.5,0.619,8.76,0.794,3,0
leafy greens,fridge,3,1.9,0.859,9.6,0.23,5,1
apple,fridge,3,8.5,0.513,4.03,0.642,20,0
milk,pantry,1,23.3,0.951,8.46,0.486,4,0
tomato,fridge,3,3.7,0.733,7.55,0.228,6,0
fish (raw),fridge,7,2.8,0.746,10.0,0.139,2,1
milk,fridge,1,2.8,0.874,7.68,0.547,5,0
banana,fridge,3,5.3,0.528,7.21,0.861,5,0
packaged snacks,freezer,5,-18.4,0.0,1.0,0.209,316,0
eggs,fridge,1,4.6,0.224,2.41,0.185,26,0
leafy greens,pantry,1,20.4,0.854,8.81,0.208,3,0
fish (raw),fridge,1,5.1,0.626,9.38,0.878,2,0
citrus,freezer,9,-17.8,0.328,3.39,0.093,51,0
yogurt,pantry,7,23.3,0.732,5.79,0.768,6,0
apple,freezer,3,-18.4,0.496,2.82,0.224,71,0
tomato,fridge,4,4.2,0.708,7.23,0.484,6,0
fish (raw),fridge,1,5.8,0.634,8.8,0.889,1,0
root vegetables,freezer,4,-17.4,0.229,3.41,0.884,71,0
leafy greens,pantry,1,23.1,0.789,8.87,0.55,4,0
bread,fridge,4,4.1,0.281,7.05,0.646,5,0
packaged snacks,pantry,2,21.7,0.003,1.0,0.453,50,0
berries,fridge,2,5.5,0.872,8.7,0.72,6,0
rice (cooked),pantry,1,22.8,0.445,7.1,0.284,2,1
cooked leftovers,pantry,1,22.7,0.602,9.09,0.799,2,0
berries,freezer,1,-16.6,0.807,8.89,0.48,17,1
milk,fridge,4,6.8,0.918,7.77,0.472,8,0
rice (cooked),fridge,1,4.8,0.551,7.24,0.286,4,1
cheese,fridge,2,4.2,0.359,3.45,0.827,18,0
root vegetables,pantry,4,23.9,0.246,2.83,0.866,9,0
bread,fridge,7,4.6,0.347,7.6,0.45,4,0
tomato,fridge,3,1.6,0.665,6.74,0.507,6,1
milk,freezer,4,-16.4,0.829,7.84,0.311,25,1
eggs,fridge,4,4.9,0.101,1.63,0.684,27,0
rice (cooked),pantry,2,23.1,0.588,6.34,0.613,2,0
leafy greens,fridge,1,3.9,0.82,8.96,0.293,5,1
cooked leftovers,fridge,1,4.0,0.574,9.01,0.538,4,0
citrus,fridge,3,2.5,0.388,3.64,0.123,15,1
fish (raw),freezer,1,-18.0,0.735,10.0,0.64,7,1
apple,fridge,4,3.5,0.351,3.95,0.208,17,0
bread,fridge,6,5.7,0.314,6.69,0.652,4,0
eggs,fridge,4,3.1,0.101,1.43,0.319,26,1
cheese,fridge,1,3.3,0.292,4.1,0.602,22,0
tomato,fridge,5,4.8,0.706,6.91,0.575,7,0
packaged snacks,pantry,3,22.3,0.0,1.0,0.786,64,0
eggs,fridge,1,2.8,0.049,2.16,0.496,37,0
banana,freezer,5,-19.5,0.6,9.37,0.299,18,1
banana,freezer,3,-18.3,0.505,8.08,0.632,17,0
root vegetables,fridge,4,3.8,0.257,2.78,0.686,24,0
cheese,fridge,2,4.2,0.293,1.79,0.216,20,1
apple,fridge,2,2.1,0.495,4.55,0.227,22,0
apple,fridge,1,1.4,0.457,4.26,0.868,21,0
cheese,freezer,3,-17.5,0.37,3.66,0.161,73,1
chicken (raw),fridge,1,4.6,0.555,10.0,0.587,1,1
cheese,fridge,3,0.0,0.423,3.25,0.227,19,1
apple,freezer,7,-17.6,0.474,4.08,0.171,71,0
yogurt,fridge,3,4.6,0.828,5.65,0.796,10,0
cooked leftovers,fridge,1,3.8,0.535,8.66,0.918,4,0
cooked leftovers,fridge,3,2.0,0.595,8.73,0.796,3,0
rice (cooked),fridge,5,4.0,0.494,6.59,0.243,4,1
leafy greens,pantry,2,19.7,0.784,8.59,0.235,3,0
citrus,freezer,2,-16.2,0.339,4.81,0.226,50,1
milk,fridge,2,3.9,0.985,7.33,0.872,8,0
tomato,fridge,4,4.0,0.714,7.03,0.553,7,0
fish (raw),freezer,4,-18.3,0.628,9.86,0.347,7,0
apple,fridge,2,2.5,0.465,3.96,0.521,22,0
tomato,fridge,2,5.5,0.721,6.8,0.521,7,0
citrus,fridge,3,5.4,0.396,4.53,0.815,15,0
rice (cooked),freezer,2,-18.4,0.603,6.57,0.943,13,0
cooked leftovers,freezer,3,-17.1,0.586,9.67,0.829,10,0
packaged snacks,freezer,5,-19.6,0.132,1.19,0.608,326,0
eggs,fridge,3,4.4,0.22,2.94,0.407,32,1
root vegetables,fridge,4,2.1,0.306,2.78,0.533,20,0
root vegetables,fridge,1,5.9,0.207,2.82,0.253,22,1
root vegetables,fridge,1,6.1,0.328,3.05,0.479,21,0
leafy greens,pantry,5,23.2,0.856,9.43,0.55,2,0
packaged snacks,pantry,3,22.0,0.035,1.57,0.488,55,0
milk,fridge,4,-0.7,0.944,8.31,0.38,6,1
apple,pantry,4,21.0,0.478,3.57,0.694,14,0
yogurt,fridge,6,4.0,0.79,6.45,0.212,10,0
milk,freezer,4,-17.2,0.865,8.52,0.813,25,0
milk,fridge,1,3.1,0.984,7.69,0.524,7,0
bread,fridge,1,4.2,0.344,6.59,0.572,6,0
banana,pantry,1,19.1,0.517,8.13,0.779,3,0
citrus,freezer,4,-18.8,0.419,3.92,0.768,50,0
citrus,fridge,1,6.3,0.391,4.2,0.283,15,0
berries,pantry,5,22.0,0.782,9.51,0.257,3,0
cheese,fridge,2,1.6,0.313,2.8,0.427,19,0
packaged snacks,pantry,5,20.9,0.07,1.24,0.962,44,0
berries,fridge,1,4.5,0.825,8.9,0.81,5,0
leafy greens,fridge,6,2.9,0.85,8.71,0.566,5,0
banana,fridge,4,3.7,0.504,8.17,0.916,5,0
tomato,fridge,1,4.8,0.717,6.91,0.532,8,0
apple,pantry,4,23.6,0.54,4.16,0.91,10,0
cheese,freezer,2,-18.7,0.396,2.96,0.895,73,0
packaged snacks,pantry,1,23.1,0.095,1.0,0.462,56,1
bread,fridge,1,5.1,0.278,7.36,0.566,6,0
tomato,fridge,3,2.1,0.731,6.54,0.499,8,0
cheese,freezer,3,-17.9,0.398,2.97,0.459,72,0
bread,freezer,2,-17.9,0.221,6.51,0.773,19,0
cooked leftovers,fridge,2,4.6,0.583,9.16,0.844,3,0
eggs,pantry,5,21.1,0.223,2.53,0.46,15,0
cooked leftovers,pantry,3,24.4,0.642,9.51,0.482,2,0
root vegetables,fridge,2,3.2,0.252,2.95,0.866,17,0
chicken (raw),freezer,3,-16.9,0.65,10.0,0.427,7,0
packaged snacks,pantry,1,20.7,0.056,1.0,0.54,57,1
cheese,fridge,2,5.3,0.313,3.76,0.537,22,0
rice (cooked),freezer,2,-20.4,0.546,7.43,0.948,13,0
chicken (raw),freezer,1,-18.9,0.677,9.53,0.669,7,1
fish (raw),fridge,2,1.6,0.696,9.77,0.783,2,0
cooked leftovers,pantry,1,21.3,0.538,9.21,0.432,2,0
tomato,pantry,6,20.2,0.733,6.16,0.803,4,0
berries,pantry,2,24.2,0.848,9.23,0.73,2,0
apple,pantry,5,22.7,0.454,3.32,0.387,12,0
fish (raw),freezer,4,-17.8,0.712,10.0,0.611,7,0
milk,fridge,6,0.5,0.828,8.79,0.358,9,1
cooked leftovers,fridge,2,4.2,0.566,8.47,0.516,3,0
packaged snacks,pantry,1,23.4,0.02,1.0,0.591,50,0
packaged snacks,pantry,1,21.7,0.122,1.37,0.614,29,0
root vegetables,pantry,6,24.5,0.247,2.82,0.474,8,0
leafy greens,fridge,1,2.4,0.895,9.73,0.886,4,0
root vegetables,pantry,4,23.4,0.285,2.66,0.219,13,1
banana,fridge,2,1.9,0.441,7.5,0.51,4,0
cheese,fridge,2,5.4,0.264,2.37,0.957,20,0
bread,fridge,4,3.6,0.367,7.66,0.255,5,0
root vegetables,fridge,2,2.3,0.255,3.18,0.781,19,0
leafy greens,fridge,4,2.9,0.919,8.93,0.559,5,0
bread,freezer,1,-18.0,0.327,7.21,0.661,17,0
yogurt,fridge,3,0.7,0.725,5.96,0.488,10,1
packaged snacks,pantry,5,23.8,0.0,1.0,0.203,60,1
eggs,pantry,4,22.5,0.111,1.04,0.642,20,0
rice (cooked),freezer,2,-18.2,0.551,6.81,0.547,14,0
citrus,pantry,4,23.2,0.479,3.65,0.609,6,0
bread,pantry,4,24.0,0.307,6.63,0.483,4,0
bread,fridge,2,5.3,0.331,6.66,0.625,5,0
tomato,freezer,2,-18.9,0.671,7.53,0.913,25,0
banana,fridge,1,2.4,0.514,8.07,0.459,4,0
leafy greens,fridge,2,3.6,0.918,8.47,0.843,5,0
eggs,pantry,4,24.2,0.21,2.53,0.921,17,0
berries,fridge,4,4.4,0.828,9.0,0.474,5,0
banana,fridge,1,2.1,0.489,8.3,0.558,5,0
packaged snacks,pantry,2,25.1,0.13,1.0,0.275,49,0
yogurt,fridge,2,4.2,0.724,5.99,0.553,8,0
banana,freezer,1,-18.4,0.472,8.59,0.441,17,0
banana,fridge,4,4.2,0.573,7.84,0.542,6,0
eggs,pantry,1,22.2,0.357,1.16,0.485,12,0
